statement,label,statement1,label1,city1,country1,correct_country1,statement2,label2,city2,country2,correct_country2
It is the case both that the city of Qinzhou is in China and that the city of Cotonou is in China.,0,The city of Qinzhou is in China.,1,Qinzhou,China,China,The city of Cotonou is in China.,0,Cotonou,China,Benin
It is the case both that the city of Sokoto is in Nigeria and that the city of Makati City is in the Democratic Republic of the Congo.,0,The city of Sokoto is in Nigeria.,1,Sokoto,Nigeria,Nigeria,The city of Makati City is in the Democratic Republic of the Congo.,0,Makati City,"Congo, Democratic Republic of the",Philippines
It is the case both that the city of Maoming is in China and that the city of Ouagadougou is in China.,0,The city of Maoming is in China.,1,Maoming,China,China,The city of Ouagadougou is in China.,0,Ouagadougou,China,Burkina Faso
It is the case both that the city of Shangyu is in China and that the city of Yaounde is in Brazil.,0,The city of Shangyu is in China.,1,Shangyu,China,China,The city of Yaounde is in Brazil.,0,Yaounde,Brazil,Cameroon
It is the case both that the city of Kleinzschocher is in Germany and that the city of Bien Hoa is in Haiti.,0,The city of Kleinzschocher is in Germany.,1,Kleinzschocher,Germany,Germany,The city of Bien Hoa is in Haiti.,0,Bien Hoa,Haiti,Viet Nam
It is the case both that the city of Ya'an is in China and that the city of Quito is in China.,0,The city of Ya'an is in China.,1,Ya'an,China,China,The city of Quito is in China.,0,Quito,China,Ecuador
It is the case both that the city of Solapur is in India and that the city of Guayaquil is in India.,0,The city of Solapur is in India.,1,Solapur,India,India,The city of Guayaquil is in India.,0,Guayaquil,India,Ecuador
It is the case both that the city of Banjarmasin is in Indonesia and that the city of Warangal is in Japan.,0,The city of Banjarmasin is in Indonesia.,1,Banjarmasin,Indonesia,Indonesia,The city of Warangal is in Japan.,0,Warangal,Japan,India
It is the case both that the city of Yongzhou is in China and that the city of Albuquerque is in the United Arab Emirates.,0,The city of Yongzhou is in China.,1,Yongzhou,China,China,The city of Albuquerque is in the United Arab Emirates.,0,Albuquerque,United Arab Emirates,United States
It is the case both that the city of Nasiriyah is in Iraq and that the city of Amman is in Kazakhstan.,0,The city of Nasiriyah is in Iraq.,1,Nasiriyah,Iraq,Iraq,The city of Amman is in Kazakhstan.,0,Amman,Kazakhstan,Jordan
It is the case both that the city of Liaocheng is in China and that the city of Rajshahi is in China.,0,The city of Liaocheng is in China.,1,Liaocheng,China,China,The city of Rajshahi is in China.,0,Rajshahi,China,Bangladesh
It is the case both that the city of Ashgabat is in Turkmenistan and that the city of Muzaffarabad is in Lebanon.,0,The city of Ashgabat is in Turkmenistan.,1,Ashgabat,Turkmenistan,Turkmenistan,The city of Muzaffarabad is in Lebanon.,0,Muzaffarabad,Lebanon,Pakistan
It is the case both that the city of Wanzhou is in China and that the city of Namangan is in Nigeria.,0,The city of Wanzhou is in China.,1,Wanzhou,China,China,The city of Namangan is in Nigeria.,0,Namangan,Nigeria,Uzbekistan
It is the case both that the city of Rawalpindi is in Pakistan and that the city of Hachioji is in China.,0,The city of Rawalpindi is in Pakistan.,1,Rawalpindi,Pakistan,Pakistan,The city of Hachioji is in China.,0,Hachioji,China,Japan
It is the case both that the city of Sorocaba is in Brazil and that the city of Zhangjiagang is in Mexico.,0,The city of Sorocaba is in Brazil.,1,Sorocaba,Brazil,Brazil,The city of Zhangjiagang is in Mexico.,0,Zhangjiagang,Mexico,China
It is the case both that the city of Marrakesh is in Morocco and that the city of San Pedro Sula is in China.,0,The city of Marrakesh is in Morocco.,1,Marrakesh,Morocco,Morocco,The city of San Pedro Sula is in China.,0,San Pedro Sula,China,Honduras
It is the case both that the city of Shah Alam is in Malaysia and that the city of Guwahati is in Canada.,0,The city of Shah Alam is in Malaysia.,1,Shah Alam,Malaysia,Malaysia,The city of Guwahati is in Canada.,0,Guwahati,Canada,India
It is the case both that the city of Herat is in Afghanistan and that the city of Managua is in South Korea.,0,The city of Herat is in Afghanistan.,1,Herat,Afghanistan,Afghanistan,The city of Managua is in South Korea.,0,Managua,"Korea, Republic of",Nicaragua
It is the case both that the city of Irkutsk is in Russia and that the city of Kathmandu is in Iran.,0,The city of Irkutsk is in Russia.,1,Irkutsk,Russian Federation,Russian Federation,The city of Kathmandu is in Iran.,0,Kathmandu,"Iran, Islamic Rep. of",Nepal
It is the case both that the city of Ghaziabad is in India and that the city of Mudanjiang is in Brazil.,0,The city of Ghaziabad is in India.,1,Ghaziabad,India,India,The city of Mudanjiang is in Brazil.,0,Mudanjiang,Brazil,China
It is the case both that the city of Tegucigalpa is in Honduras and that the city of Subang Jaya is in Nepal.,0,The city of Tegucigalpa is in Honduras.,1,Tegucigalpa,Honduras,Honduras,The city of Subang Jaya is in Nepal.,0,Subang Jaya,Nepal,Malaysia
It is the case both that the city of Xuzhou is in China and that the city of Deyang is in Egypt.,0,The city of Xuzhou is in China.,1,Xuzhou,China,China,The city of Deyang is in Egypt.,0,Deyang,Egypt,China
It is the case both that the city of Hwaseong-si is in South Korea and that the city of Okayama is in Mexico.,0,The city of Hwaseong-si is in South Korea.,1,Hwaseong-si,"Korea, Republic of","Korea, Republic of",The city of Okayama is in Mexico.,0,Okayama,Mexico,Japan
It is the case both that the city of Al Mahallah al Kubra is in Egypt and that the city of Bayannur is in India.,0,The city of Al Mahallah al Kubra is in Egypt.,1,Al Mahallah al Kubra,Egypt,Egypt,The city of Bayannur is in India.,0,Bayannur,India,China
It is the case both that the city of Antananarivo is in Madagascar and that the city of Ansan-si is in Sudan.,0,The city of Antananarivo is in Madagascar.,1,Antananarivo,Madagascar,Madagascar,The city of Ansan-si is in Sudan.,0,Ansan-si,"Sudan, The Republic of","Korea, Republic of"
It is the case both that the city of Bucharest is in Romania and that the city of Pune is in Yemen.,0,The city of Bucharest is in Romania.,1,Bucharest,Romania,Romania,The city of Pune is in Yemen.,0,Pune,Yemen,India
It is the case both that the city of Zhoushan is in China and that the city of Muscat is in Nigeria.,0,The city of Zhoushan is in China.,1,Zhoushan,China,China,The city of Muscat is in Nigeria.,0,Muscat,Nigeria,Oman
It is the case both that the city of Sharjah is in the United Arab Emirates and that the city of Leipzig is in India.,0,The city of Sharjah is in the United Arab Emirates.,1,Sharjah,United Arab Emirates,United Arab Emirates,The city of Leipzig is in India.,0,Leipzig,India,Germany
It is the case both that the city of Quzhou is in China and that the city of Vijayawada is in Mozambique.,0,The city of Quzhou is in China.,1,Quzhou,China,China,The city of Vijayawada is in Mozambique.,0,Vijayawada,Mozambique,India
It is the case both that the city of Dehra Dun is in India and that the city of Cheongju-si is in China.,0,The city of Dehra Dun is in India.,1,Dehra Dun,India,India,The city of Cheongju-si is in China.,0,Cheongju-si,China,"Korea, Republic of"
It is the case both that the city of Pimpri is in India and that the city of Jiaxing is in Germany.,0,The city of Pimpri is in India.,1,Pimpri,India,India,The city of Jiaxing is in Germany.,0,Jiaxing,Germany,China
It is the case both that the city of Seattle is in the United States and that the city of Faridabad is in Iraq.,0,The city of Seattle is in the United States.,1,Seattle,United States,United States,The city of Faridabad is in Iraq.,0,Faridabad,Iraq,India
It is the case both that the city of Accra is in Ghana and that the city of Xiamen is in Russia.,0,The city of Accra is in Ghana.,1,Accra,Ghana,Ghana,The city of Xiamen is in Russia.,0,Xiamen,Russian Federation,China
It is the case both that the city of Chaozhou is in China and that the city of Cuiaba is in China.,0,The city of Chaozhou is in China.,1,Chaozhou,China,China,The city of Cuiaba is in China.,0,Cuiaba,China,Brazil
It is the case both that the city of Yaroslavl is in Russia and that the city of Shangluo is in South Africa.,0,The city of Yaroslavl is in Russia.,1,Yaroslavl,Russian Federation,Russian Federation,The city of Shangluo is in South Africa.,0,Shangluo,South Africa,China
It is the case both that the city of Mysore is in India and that the city of Peshawar is in Paraguay.,0,The city of Mysore is in India.,1,Mysore,India,India,The city of Peshawar is in Paraguay.,0,Peshawar,Paraguay,Pakistan
It is the case both that the city of Qingdao is in China and that the city of Dhanbad is in Brazil.,0,The city of Qingdao is in China.,1,Qingdao,China,China,The city of Dhanbad is in Brazil.,0,Dhanbad,Brazil,India
It is the case both that the city of Coimbatore is in India and that the city of Amravati is in Russia.,0,The city of Coimbatore is in India.,1,Coimbatore,India,India,The city of Amravati is in Russia.,0,Amravati,Russian Federation,India
It is the case both that the city of Amritsar is in India and that the city of Faisalabad is in China.,0,The city of Amritsar is in India.,1,Amritsar,India,India,The city of Faisalabad is in China.,0,Faisalabad,China,Pakistan
It is the case both that the city of Nanded is in India and that the city of Ningbo is in Vietnam.,0,The city of Nanded is in India.,1,Nanded,India,India,The city of Ningbo is in Vietnam.,0,Ningbo,Viet Nam,China
It is the case both that the city of Balikpapan is in Indonesia and that the city of Chiclayo is in India.,0,The city of Balikpapan is in Indonesia.,1,Balikpapan,Indonesia,Indonesia,The city of Chiclayo is in India.,0,Chiclayo,India,Peru
It is the case both that the city of Kandahar is in Afghanistan and that the city of Ho Chi Minh City is in Mexico.,0,The city of Kandahar is in Afghanistan.,1,Kandahar,Afghanistan,Afghanistan,The city of Ho Chi Minh City is in Mexico.,0,Ho Chi Minh City,Mexico,Viet Nam
It is the case both that the city of Marrakesh is in Morocco and that the city of Faisalabad is in China.,0,The city of Marrakesh is in Morocco.,1,Marrakesh,Morocco,Morocco,The city of Faisalabad is in China.,0,Faisalabad,China,Pakistan
It is the case both that the city of Hanoi is in Vietnam and that the city of Homs is in Turkey.,0,The city of Hanoi is in Vietnam.,1,Hanoi,Viet Nam,Viet Nam,The city of Homs is in Turkey.,0,Homs,Turkey,Syrian Arab Republic
It is the case both that the city of Matsuyama is in Japan and that the city of Aden is in Colombia.,0,The city of Matsuyama is in Japan.,1,Matsuyama,Japan,Japan,The city of Aden is in Colombia.,0,Aden,Colombia,Yemen
It is the case both that the city of Suez is in Egypt and that the city of Caloocan City is in India.,0,The city of Suez is in Egypt.,1,Suez,Egypt,Egypt,The city of Caloocan City is in India.,0,Caloocan City,India,Philippines
It is the case both that the city of Bucheon-si is in South Korea and that the city of Panshan is in India.,0,The city of Bucheon-si is in South Korea.,1,Bucheon-si,"Korea, Republic of","Korea, Republic of",The city of Panshan is in India.,0,Panshan,India,China
It is the case both that the city of New Kingston is in Jamaica and that the city of Cheongju-si is in China.,0,The city of New Kingston is in Jamaica.,1,New Kingston,Jamaica,Jamaica,The city of Cheongju-si is in China.,0,Cheongju-si,China,"Korea, Republic of"
It is the case both that the city of Marseille is in France and that the city of Zhengzhou is in the United States.,0,The city of Marseille is in France.,1,Marseille,France,France,The city of Zhengzhou is in the United States.,0,Zhengzhou,United States,China
It is the case both that the city of Bahawalpur is in Pakistan and that the city of Tianjin is in India.,0,The city of Bahawalpur is in Pakistan.,1,Bahawalpur,Pakistan,Pakistan,The city of Tianjin is in India.,0,Tianjin,India,China
It is the case both that the city of Ahvaz is in Iran and that the city of Johor Bahru is in Japan.,0,The city of Ahvaz is in Iran.,1,Ahvaz,"Iran, Islamic Rep. of","Iran, Islamic Rep. of",The city of Johor Bahru is in Japan.,0,Johor Bahru,Japan,Malaysia
It is the case both that the city of Chelyabinsk is in Russia and that the city of Rajshahi is in China.,0,The city of Chelyabinsk is in Russia.,1,Chelyabinsk,Russian Federation,Russian Federation,The city of Rajshahi is in China.,0,Rajshahi,China,Bangladesh
It is the case both that the city of Jaboatao is in Brazil and that the city of Faridabad is in Iraq.,0,The city of Jaboatao is in Brazil.,1,Jaboatao,Brazil,Brazil,The city of Faridabad is in Iraq.,0,Faridabad,Iraq,India
It is the case both that the city of Pimpri is in India and that the city of Huzhou is in Moldova.,0,The city of Pimpri is in India.,1,Pimpri,India,India,The city of Huzhou is in Moldova.,0,Huzhou,"Moldova, Republic of",China
It is the case both that the city of Prayagraj is in India and that the city of Rajshahi is in China.,0,The city of Prayagraj is in India.,1,Prayagraj,India,India,The city of Rajshahi is in China.,0,Rajshahi,China,Bangladesh
It is the case both that the city of Sambhaji Nagar is in India and that the city of Tijuana is in Argentina.,0,The city of Sambhaji Nagar is in India.,1,Sambhaji Nagar,India,India,The city of Tijuana is in Argentina.,0,Tijuana,Argentina,Mexico
It is the case both that the city of Madurai is in India and that the city of Karbala is in China.,0,The city of Madurai is in India.,1,Madurai,India,India,The city of Karbala is in China.,0,Karbala,China,Iraq
It is the case both that the city of Quebec is in Canada and that the city of Zhaoqing is in Tajikistan.,0,The city of Quebec is in Canada.,1,Quebec,Canada,Canada,The city of Zhaoqing is in Tajikistan.,0,Zhaoqing,Tajikistan,China
It is the case both that the city of Suining is in China and that the city of Semarang is in China.,0,The city of Suining is in China.,1,Suining,China,China,The city of Semarang is in China.,0,Semarang,China,Indonesia
