statement,label,statement1,label1,city1,country1,correct_country1,statement2,label2,city2,country2,correct_country2
It is the case either that the city of Cankaya is in India or that the city of Oslo is in China.,0,The city of Cankaya is in India.,0,Cankaya,India,Turkey,The city of Oslo is in China.,0,Oslo,China,Norway
It is the case either that the city of Yerevan is in India or that the city of Copenhagen is in China.,0,The city of Yerevan is in India.,0,Yerevan,India,Armenia,The city of Copenhagen is in China.,0,Copenhagen,China,Denmark
It is the case either that the city of Quetta is in India or that the city of Sanmenxia is in Turkey.,0,The city of Quetta is in India.,0,Quetta,India,Pakistan,The city of Sanmenxia is in Turkey.,0,Sanmenxia,Turkey,China
It is the case either that the city of Fes is in Jamaica or that the city of Calgary is in Turkey.,0,The city of Fes is in Jamaica.,0,Fes,Jamaica,Morocco,The city of Calgary is in Turkey.,0,Calgary,Turkey,Canada
It is the case either that the city of Shijiazhuang is in Mexico or that the city of Shaoxing is in Pakistan.,0,The city of Shijiazhuang is in Mexico.,0,Shijiazhuang,Mexico,China,The city of Shaoxing is in Pakistan.,0,Shaoxing,Pakistan,China
It is the case either that the city of Rohini is in Canada or that the city of Uberlandia is in Nigeria.,0,The city of Rohini is in Canada.,0,Rohini,Canada,India,The city of Uberlandia is in Nigeria.,0,Uberlandia,Nigeria,Brazil
It is the case either that the city of Rajkot is in Russia or that the city of Yibin is in Mexico.,0,The city of Rajkot is in Russia.,0,Rajkot,Russian Federation,India,The city of Yibin is in Mexico.,0,Yibin,Mexico,China
It is the case either that the city of Najafgarh is in China or that the city of Banjarmasin is in Kazakhstan.,0,The city of Najafgarh is in China.,0,Najafgarh,China,India,The city of Banjarmasin is in Kazakhstan.,0,Banjarmasin,Kazakhstan,Indonesia
It is the case either that the city of Soweto is in Nigeria or that the city of Busan is in China.,0,The city of Soweto is in Nigeria.,0,Soweto,Nigeria,South Africa,The city of Busan is in China.,0,Busan,China,"Korea, Republic of"
It is the case either that the city of Zapopan is in China or that the city of Indore is in China.,0,The city of Zapopan is in China.,0,Zapopan,China,Mexico,The city of Indore is in China.,0,Indore,China,India
It is the case either that the city of Pretoria is in Japan or that the city of Tangerang is in China.,0,The city of Pretoria is in Japan.,0,Pretoria,Japan,South Africa,The city of Tangerang is in China.,0,Tangerang,China,Indonesia
It is the case either that the city of Zhumadian is in Russia or that the city of Banjarmasin is in Kazakhstan.,0,The city of Zhumadian is in Russia.,0,Zhumadian,Russian Federation,China,The city of Banjarmasin is in Kazakhstan.,0,Banjarmasin,Kazakhstan,Indonesia
It is the case either that the city of Siping is in Argentina or that the city of Penza is in China.,0,The city of Siping is in Argentina.,0,Siping,Argentina,China,The city of Penza is in China.,0,Penza,China,Russian Federation
It is the case either that the city of Chandigarh is in Russia or that the city of Zhaotong is in Pakistan.,0,The city of Chandigarh is in Russia.,0,Chandigarh,Russian Federation,India,The city of Zhaotong is in Pakistan.,0,Zhaotong,Pakistan,China
It is the case either that the city of Zhuzhou is in Pakistan or that the city of Comilla is in China.,0,The city of Zhuzhou is in Pakistan.,0,Zhuzhou,Pakistan,China,The city of Comilla is in China.,0,Comilla,China,Bangladesh
It is the case either that the city of Goiania is in China or that the city of Bhayandar is in Bangladesh.,0,The city of Goiania is in China.,0,Goiania,China,Brazil,The city of Bhayandar is in Bangladesh.,0,Bhayandar,Bangladesh,India
It is the case either that the city of Namangan is in Nigeria or that the city of Barnaul is in China.,0,The city of Namangan is in Nigeria.,0,Namangan,Nigeria,Uzbekistan,The city of Barnaul is in China.,0,Barnaul,China,Russian Federation
It is the case either that the city of Zagreb is in China or that the city of Kinshasa is in Turkmenistan.,0,The city of Zagreb is in China.,0,Zagreb,China,Croatia,The city of Kinshasa is in Turkmenistan.,0,Kinshasa,Turkmenistan,"Congo, Democratic Republic of the"
It is the case either that the city of Tolyatti is in China or that the city of Benoni is in China.,0,The city of Tolyatti is in China.,0,Tolyatti,China,Russian Federation,The city of Benoni is in China.,0,Benoni,China,South Africa
It is the case either that the city of Zarqa is in the Philippines or that the city of Nowrangapur is in Brazil.,0,The city of Zarqa is in the Philippines.,0,Zarqa,Philippines,Jordan,The city of Nowrangapur is in Brazil.,0,Nowrangapur,Brazil,India
It is the case either that the city of Langfang is in the Philippines or that the city of Johannesburg is in Germany.,0,The city of Langfang is in the Philippines.,0,Langfang,Philippines,China,The city of Johannesburg is in Germany.,0,Johannesburg,Germany,South Africa
It is the case either that the city of Dongying is in Afghanistan or that the city of Jieyang is in Kazakhstan.,0,The city of Dongying is in Afghanistan.,0,Dongying,Afghanistan,China,The city of Jieyang is in Kazakhstan.,0,Jieyang,Kazakhstan,China
It is the case either that the city of Odesa is in Japan or that the city of Bishkek is in Iraq.,0,The city of Odesa is in Japan.,0,Odesa,Japan,Ukraine,The city of Bishkek is in Iraq.,0,Bishkek,Iraq,Kyrgyzstan
It is the case either that the city of Yerevan is in India or that the city of Ulhasnagar is in Germany.,0,The city of Yerevan is in India.,0,Yerevan,India,Armenia,The city of Ulhasnagar is in Germany.,0,Ulhasnagar,Germany,India
It is the case either that the city of Suining is in Bangladesh or that the city of Maturin is in Madagascar.,0,The city of Suining is in Bangladesh.,0,Suining,Bangladesh,China,The city of Maturin is in Madagascar.,0,Maturin,Madagascar,"Venezuela, Bolivarian Rep. of"
It is the case either that the city of Cuiaba is in China or that the city of Guilin is in Algeria.,0,The city of Cuiaba is in China.,0,Cuiaba,China,Brazil,The city of Guilin is in Algeria.,0,Guilin,Algeria,China
It is the case either that the city of Adana is in China or that the city of Pasig City is in India.,0,The city of Adana is in China.,0,Adana,China,Turkey,The city of Pasig City is in India.,0,Pasig City,India,Philippines
It is the case either that the city of Beirut is in Japan or that the city of Hwaseong-si is in Canada.,0,The city of Beirut is in Japan.,0,Beirut,Japan,Lebanon,The city of Hwaseong-si is in Canada.,0,Hwaseong-si,Canada,"Korea, Republic of"
It is the case either that the city of New York City is in Yemen or that the city of Wanxian is in Indonesia.,0,The city of New York City is in Yemen.,0,New York City,Yemen,United States,The city of Wanxian is in Indonesia.,0,Wanxian,Indonesia,China
It is the case either that the city of Baku is in China or that the city of Kashgar is in Poland.,0,The city of Baku is in China.,0,Baku,China,Azerbaijan,The city of Kashgar is in Poland.,0,Kashgar,Poland,China
It is the case either that the city of Shihezi is in Mexico or that the city of Peshawar is in Paraguay.,0,The city of Shihezi is in Mexico.,0,Shihezi,Mexico,China,The city of Peshawar is in Paraguay.,0,Peshawar,Paraguay,Pakistan
It is the case either that the city of Jiaxing is in Germany or that the city of Yangquan is in Brazil.,0,The city of Jiaxing is in Germany.,0,Jiaxing,Germany,China,The city of Yangquan is in Brazil.,0,Yangquan,Brazil,China
It is the case either that the city of Xuchang is in Italy or that the city of Sao Paulo is in Mexico.,0,The city of Xuchang is in Italy.,0,Xuchang,Italy,China,The city of Sao Paulo is in Mexico.,0,Sao Paulo,Mexico,Brazil
It is the case either that the city of Nowrangapur is in Brazil or that the city of Linfen is in the United States.,0,The city of Nowrangapur is in Brazil.,0,Nowrangapur,Brazil,India,The city of Linfen is in the United States.,0,Linfen,United States,China
It is the case either that the city of Chengdu is in India or that the city of Porto Alegre is in the Democratic Republic of the Congo.,0,The city of Chengdu is in India.,0,Chengdu,India,China,The city of Porto Alegre is in the Democratic Republic of the Congo.,0,Porto Alegre,"Congo, Democratic Republic of the",Brazil
It is the case either that the city of Laibin is in Denmark or that the city of Mukalla is in India.,0,The city of Laibin is in Denmark.,0,Laibin,Denmark,China,The city of Mukalla is in India.,0,Mukalla,India,Yemen
It is the case either that the city of Changde is in Argentina or that the city of Yiwu is in Brazil.,0,The city of Changde is in Argentina.,0,Changde,Argentina,China,The city of Yiwu is in Brazil.,0,Yiwu,Brazil,China
It is the case either that the city of Sanaa is in Somalia or that the city of Shangyu is in Syria.,0,The city of Sanaa is in Somalia.,0,Sanaa,Somalia,Yemen,The city of Shangyu is in Syria.,0,Shangyu,Syrian Arab Republic,China
It is the case either that the city of Abu Dhabi is in China or that the city of Wroclaw is in China.,0,The city of Abu Dhabi is in China.,0,Abu Dhabi,China,United Arab Emirates,The city of Wroclaw is in China.,0,Wroclaw,China,Poland
It is the case either that the city of Xianyang is in Turkey or that the city of Seattle is in China.,0,The city of Xianyang is in Turkey.,0,Xianyang,Turkey,China,The city of Seattle is in China.,0,Seattle,China,United States
It is the case either that the city of Zhangzhou is in Togo or that the city of Yerevan is in India.,0,The city of Zhangzhou is in Togo.,0,Zhangzhou,Togo,China,The city of Yerevan is in India.,0,Yerevan,India,Armenia
It is the case either that the city of Guigang is in Indonesia or that the city of Latakia is in Norway.,0,The city of Guigang is in Indonesia.,0,Guigang,Indonesia,China,The city of Latakia is in Norway.,0,Latakia,Norway,Syrian Arab Republic
It is the case either that the city of Aleppo is in Venezuela or that the city of Chisinau is in Yemen.,0,The city of Aleppo is in Venezuela.,0,Aleppo,"Venezuela, Bolivarian Rep. of",Syrian Arab Republic,The city of Chisinau is in Yemen.,0,Chisinau,Yemen,"Moldova, Republic of"
It is the case either that the city of Santiago de los Caballeros is in Indonesia or that the city of Sangli is in Indonesia.,0,The city of Santiago de los Caballeros is in Indonesia.,0,Santiago de los Caballeros,Indonesia,Dominican Republic,The city of Sangli is in Indonesia.,0,Sangli,Indonesia,India
It is the case either that the city of Ranchi is in China or that the city of Siping is in Argentina.,0,The city of Ranchi is in China.,0,Ranchi,China,India,The city of Siping is in Argentina.,0,Siping,Argentina,China
It is the case either that the city of Jiangmen is in Indonesia or that the city of Ibague is in South Africa.,0,The city of Jiangmen is in Indonesia.,0,Jiangmen,Indonesia,China,The city of Ibague is in South Africa.,0,Ibague,South Africa,Colombia
It is the case either that the city of Kyoto is in China or that the city of Faridabad is in Iraq.,0,The city of Kyoto is in China.,0,Kyoto,China,Japan,The city of Faridabad is in Iraq.,0,Faridabad,Iraq,India
It is the case either that the city of Cochin is in Saudi Arabia or that the city of Lahore is in South Korea.,0,The city of Cochin is in Saudi Arabia.,0,Cochin,Saudi Arabia,India,The city of Lahore is in South Korea.,0,Lahore,"Korea, Republic of",Pakistan
It is the case either that the city of Nagoya is in China or that the city of E'zhou is in Malaysia.,0,The city of Nagoya is in China.,0,Nagoya,China,Japan,The city of E'zhou is in Malaysia.,0,E'zhou,Malaysia,China
It is the case either that the city of San Pedro Sula is in China or that the city of Bhopal is in Syria.,0,The city of San Pedro Sula is in China.,0,San Pedro Sula,China,Honduras,The city of Bhopal is in Syria.,0,Bhopal,Syrian Arab Republic,India
It is the case either that the city of Nairobi is in India or that the city of Zaozhuang is in Turkmenistan.,0,The city of Nairobi is in India.,0,Nairobi,India,Kenya,The city of Zaozhuang is in Turkmenistan.,0,Zaozhuang,Turkmenistan,China
It is the case either that the city of Phnom Penh is in Russia or that the city of Qujing is in Venezuela.,0,The city of Phnom Penh is in Russia.,0,Phnom Penh,Russian Federation,Cambodia,The city of Qujing is in Venezuela.,0,Qujing,"Venezuela, Bolivarian Rep. of",China
It is the case either that the city of Muzaffarabad is in Lebanon or that the city of Huizhou is in Côte d'Ivoire.,0,The city of Muzaffarabad is in Lebanon.,0,Muzaffarabad,Lebanon,Pakistan,The city of Huizhou is in Côte d'Ivoire.,0,Huizhou,Côte d'Ivoire,China
It is the case either that the city of Kanayannur is in Kenya or that the city of Urumqi is in Mexico.,0,The city of Kanayannur is in Kenya.,0,Kanayannur,Kenya,India,The city of Urumqi is in Mexico.,0,Urumqi,Mexico,China
It is the case either that the city of Tangshan is in Nigeria or that the city of Yaroslavl is in Nigeria.,0,The city of Tangshan is in Nigeria.,0,Tangshan,Nigeria,China,The city of Yaroslavl is in Nigeria.,0,Yaroslavl,Nigeria,Russian Federation
It is the case either that the city of Rawalpindi is in South Africa or that the city of Nuernberg is in Chad.,0,The city of Rawalpindi is in South Africa.,0,Rawalpindi,South Africa,Pakistan,The city of Nuernberg is in Chad.,0,Nuernberg,Chad,Germany
It is the case either that the city of Irbid is in Bangladesh or that the city of Xuzhou is in India.,0,The city of Irbid is in Bangladesh.,0,Irbid,Bangladesh,Jordan,The city of Xuzhou is in India.,0,Xuzhou,India,China
It is the case either that the city of Tyumen is in Mexico or that the city of Vadodara is in Brazil.,0,The city of Tyumen is in Mexico.,0,Tyumen,Mexico,Russian Federation,The city of Vadodara is in Brazil.,0,Vadodara,Brazil,India
